match_id,round,date,team,opponent,is_home,team_score,opponent_score,formation,possession_pct,goals,xg,shots,shots_on_target,passes,passes_completed,pass_completion_pct,completed_line_breaks,defensive_line_breaks,receptions_final_third,crosses,ball_progressions,def_pressures,def_pressures_direct,forced_turnovers,second_balls,total_distance_km,zone4_low_speed_sprint_km,phase_build_up_unopposed_pct,phase_build_up_opposed_pct,phase_progression_pct,phase_final_third_pct,phase_long_ball_pct,phase_attacking_transition_pct,phase_counter_attack_pct,phase_set_piece_pct,phase_high_press_pct,phase_mid_press_pct,phase_low_press_pct,phase_high_block_pct,phase_mid_block_pct,phase_low_block_pct,phase_recovery_pct,phase_defensive_transition_pct,phase_counter_press_pct,avg_pressure_duration_s,ball_recovery_time_s,pushing_on_into_pressing,pushing_on,pressing_direction_inside,pressing_direction_outside,ip_build_up_low_team_width_m,ip_build_up_low_team_length_m,ip_build_up_low_line_height_m,ip_build_up_mid_team_width_m,ip_build_up_mid_team_length_m,ip_build_up_mid_line_height_m,ip_final_third_phase_team_width_m,ip_final_third_phase_team_length_m,ip_final_third_phase_line_height_m,oop_high_block_press_team_width_m,oop_high_block_press_team_length_m,oop_high_block_press_line_height_m,oop_mid_block_team_width_m,oop_mid_block_team_length_m,oop_mid_block_line_height_m,oop_low_block_team_width_m,oop_low_block_team_length_m,oop_low_block_line_height_m,lb_4u_attempted,lb_3u_attempted,lb_2u_attempted,lb_4u_inside_shape,lb_3u_inside_shape,lb_2u_inside_shape,lb_4u_outside_shape,lb_3u_outside_shape,lb_2u_outside_shape,offers_made_total,offers_received_total,offers_made_final_third,offers_made_middle_third,offers_made_defensive_third,offers_made_inside_shape,offers_made_outside_shape,possession_regained_total,interceptions_total,tackles_total,possession_actions_per_defensive_action,blocks_total,possession_contests_total,total_set_plays,corner_direct_to_area_left,corner_direct_to_area_right,corner_direct_to_area_total,corner_short_left,corner_short_right,corner_short_total,corner_edge_box_left,corner_edge_box_right,corner_edge_box_total,corner_inswing,corner_outswing,corner_driven,corner_lofted,freekick_direct,freekick_direct_on_target,freekick_direct_off_target,freekick_indirect,total_free_kicks,total_penalties,total_corners,total_throw_ins,movement_final_third_phase_total,movement_progression_phase_total,movement_build_up_phase_total,movement_all_types_total,movement_final_third_in_front,movement_final_third_in_between,movement_final_third_out_to_in,movement_final_third_in_to_out,movement_final_third_in_behind,movement_middle_third_in_front,movement_middle_third_in_between,movement_middle_third_out_to_in,movement_middle_third_in_to_out,movement_middle_third_in_behind,movement_defensive_third_in_front,movement_defensive_third_in_between,movement_defensive_third_out_to_in,movement_defensive_third_in_to_out,movement_defensive_third_in_behind
37,Group H,21 June 2026,Uruguay,Cabo Verde,True,2,2,4-1-2-3,54.9,2,2.23,17,2,517,444,86,92,16,183,27,31,198,43,41,78,112.8,6.7,44,13,16,23,2,12,2,8,8,6,0,7,13,9,4,24,17,1.62,10.66,76,173,34,103,52,41,21,54,31,48,44,32,59,40,39,47,41,31,35,36,31,17,7,54,75,4,29,35,3,25,40,381,109,272,85,24,214,167,39,9,27,5.29,16,64,45,6,4,10,1,0,1,0,0,0,7,3,0,0,4,0,1,0,4,0,11,30,128,103,196,293,42,38,7,4,144,33,11,1,0,4,8,1,0,0,0
37,Group H,21 June 2026,Cabo Verde,Uruguay,False,2,2,4-1-2-3,45.1,2,0.54,12,4,293,218,74,62,2,47,8,29,233,39,46,61,107.4,4.7,19,11,20,8,8,24,2,8,2,1,1,2,15,48,3,12,7,1.55,14.43,95,195,30,162,53,43,19,51,36,38,43,40,50,37,39,47,37,25,35,35,21,18,7,92,13,5,63,11,2,29,2,255,86,83,108,64,141,114,55,9,33,2.18,22,64,36,1,3,4,0,0,0,0,0,0,0,3,1,0,10,2,0,3,13,0,4,19,29,61,61,173,7,16,4,2,45,28,24,5,7,6,16,9,3,1,0
38,Group H,21 June 2026,Spain,Saudi Arabia,True,4,0,4-1-2-3,63.2,4,3.2,22,8,743,688,93,159,18,259,28,25,214,30,44,87,115.5,5.9,36,19,21,27,1,11,1,3,8,4,0,9,15,12,5,18,12,1.49,9.49,125,249,30,127,53,39,20,55,30,44,44,29,62,38,36,51,37,24,36,36,23,19,6,82,102,3,36,35,3,46,67,545,199,295,187,63,327,218,42,8,25,8.81,26,24,27,2,0,2,2,1,3,1,0,1,2,0,0,1,2,0,0,3,5,0,6,16,177,163,219,415,43,41,4,5,168,55,46,5,6,16,18,7,0,1,0
38,Group H,21 June 2026,Saudi Arabia,Spain,False,0,4,5-4-1,36.9,0,0.11,3,2,389,309,79,77,7,63,4,19,413,34,42,54,115.0,6.7,26,13,18,11,6,18,2,7,3,3,0,4,25,35,5,11,7,1.38,20.44,195,430,64,266,54,38,16,54,32,42,47,36,52,40,35,50,40,24,39,33,18,17,5,82,30,4,58,21,1,24,9,243,81,88,114,41,144,99,37,6,37,2.87,29,24,28,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,2,12,0,1,15,30,70,89,201,7,10,1,2,54,38,42,3,8,7,18,7,0,4,0
39,Group G,21 June 2026,Belgium,IR Iran,True,0,0,4-2-3-1,59.2,0,1.48,23,7,637,562,88,120,11,267,35,33,121,13,45,90,111.7,5.2,42,17,18,27,3,9,0,5,4,1,0,9,24,8,4,17,10,1.57,10.46,45,97,18,74,49,42,18,52,31,46,41,30,61,39,39,50,38,24,38,33,18,19,6,67,90,4,36,43,2,31,47,512,188,335,133,44,299,213,46,12,11,10.12,12,46,44,2,2,4,0,0,0,0,0,0,2,1,0,1,9,0,0,4,13,0,4,27,198,153,238,413,54,82,8,3,153,62,18,3,2,5,20,3,0,0,0
39,Group G,21 June 2026,IR Iran,Belgium,False,0,0,5-2-3,40.8,0,0.48,7,3,275,201,73,40,3,46,11,9,343,49,43,59,112.6,5.2,37,8,12,8,8,17,1,5,3,2,1,1,11,46,4,9,7,1.51,18.47,141,282,52,202,50,41,15,59,31,40,43,37,54,40,39,45,40,27,36,35,22,18,7,54,31,4,47,20,3,7,11,170,51,62,83,25,85,85,55,11,42,1.63,34,48,20,2,0,2,0,0,0,0,0,0,2,0,0,0,7,0,0,3,10,0,2,8,28,33,69,123,6,4,0,1,46,22,14,4,4,13,7,2,0,0,0
40,Group G,21 June 2026,New Zealand,Egypt,True,1,3,4-4-2,39.4,1,0.71,11,5,437,355,81,85,4,80,13,23,289,47,39,76,118.5,6.8,30,12,14,11,6,19,1,7,2,4,1,1,21,31,5,10,6,1.78,16.03,115,207,33,200,49,39,19,56,34,38,43,35,59,40,36,46,41,27,36,34,23,17,16,93,24,11,65,17,5,28,7,353,143,118,183,52,186,167,47,8,27,4.04,20,41,33,2,2,4,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,4,21,37,82,129,269,2,25,5,4,63,52,59,3,11,21,10,11,2,1,0
40,Group G,21 June 2026,Egypt,New Zealand,False,3,1,4-2-3-1,60.6,3,2.1,19,7,544,486,89,110,9,167,20,17,249,45,51,72,118.3,7.1,39,12,21,23,3,10,2,6,5,5,0,5,22,11,4,19,12,1.6,12.91,126,270,49,133,54,38,23,56,32,42,44,33,58,40,36,48,40,26,38,33,24,16,6,90,54,4,43,29,2,47,25,423,191,199,175,49,187,236,53,2,32,4.69,28,41,43,1,0,1,0,2,2,0,0,0,0,1,0,0,14,0,0,3,17,0,3,23,107,94,147,280,27,37,9,9,83,67,19,2,4,9,14,0,0,0,0
41,Group I,22 June 2026,Norway,Senegal,True,3,2,4-1-2-3,40.1,3,1.5,13,7,361,295,82,68,5,87,11,19,224,33,32,55,120.3,6.5,29,14,13,11,8,13,4,6,4,3,0,4,20,32,7,8,6,1.35,16.83,102,224,42,132,52,35,23,52,32,41,39,34,57,38,34,50,37,23,39,34,21,16,6,71,26,5,45,17,1,26,9,306,109,97,156,53,160,146,42,9,26,3.5,15,50,30,3,2,5,0,0,0,0,0,0,4,1,0,0,5,0,0,4,9,0,5,16,41,51,96,211,8,21,4,3,42,45,27,7,9,18,17,9,1,0,0
41,Group I,22 June 2026,Senegal,Norway,False,2,3,4-3-3,59.8,2,2.05,16,4,504,447,89,99,12,181,23,27,233,41,36,74,111.2,6.1,38,14,21,29,4,8,1,5,8,6,1,7,17,8,7,13,10,1.75,17.16,112,239,40,126,56,36,20,56,29,45,46,33,58,40,35,47,39,26,38,35,23,18,6,69,54,3,35,22,3,34,32,352,138,188,122,42,196,156,41,5,29,5.66,17,51,37,2,2,4,0,0,0,0,0,0,2,2,0,0,13,0,0,0,13,0,4,20,117,109,148,269,38,28,5,2,94,41,17,3,9,14,11,7,0,0,0
42,Group I,22 June 2026,France,Iraq,True,3,0,4-2-3-1,49.0,3,2.3,19,5,604,553,92,117,21,246,19,38,257,35,42,79,107.7,4.7,39,17,19,29,1,10,1,4,8,4,0,16,28,7,2,13,11,1.59,17.49,102,265,63,134,55,39,20,56,30,47,48,29,62,39,34,51,38,27,38,35,26,18,5,48,92,2,23,38,3,25,54,362,144,206,135,21,194,168,43,12,31,6.84,21,25,25,0,0,0,3,1,4,0,0,0,0,0,0,0,4,0,0,0,4,0,4,17,101,97,149,271,41,41,0,4,92,55,18,6,1,2,10,1,0,0,0
42,Group I,22 June 2026,Iraq,France,False,0,3,4-2-3-1,51.0,0,0.7,4,0,502,431,86,89,6,50,10,26,304,43,37,55,112.1,4.5,44,15,14,7,5,13,0,4,1,1,1,2,22,46,5,10,7,1.9,20.34,117,236,46,207,54,39,15,56,34,35,46,40,48,42,37,47,40,25,36,35,17,17,6,99,31,4,70,22,2,29,9,482,147,114,236,132,298,184,42,10,38,3.7,25,22,26,0,2,2,0,0,0,0,0,0,1,1,0,0,8,0,0,1,9,0,2,15,44,94,241,370,4,22,1,4,69,54,52,9,10,59,49,34,1,1,1
43,Group J,22 June 2026,Argentina,Austria,True,2,0,4-1-3-2,48.2,2,2.45,12,5,564,509,90,87,6,103,6,14,229,35,41,53,104.4,4.5,45,17,11,12,2,15,1,4,4,3,1,3,22,31,2,13,9,1.58,19.9,108,206,31,141,58,38,21,56,32,43,45,34,54,38,37,45,37,30,36,34,25,18,3,71,36,1,37,18,2,34,18,336,160,137,154,45,176,160,45,3,27,5.2,22,40,26,1,0,1,0,0,0,0,0,0,0,1,0,0,12,0,1,0,12,1,1,12,66,75,144,246,18,27,3,2,65,65,27,4,4,7,17,6,0,1,0
43,Group J,22 June 2026,Austria,Argentina,False,0,2,4-2-3-1,51.9,0,0.63,6,1,475,416,88,91,13,146,18,18,299,48,31,65,107.8,4.9,46,12,17,16,2,13,1,7,6,5,0,4,29,24,4,15,10,1.41,22.73,144,288,53,189,52,38,22,50,31,45,39,33,59,37,35,48,36,24,39,37,20,20,5,81,38,3,46,20,2,35,18,311,106,157,108,46,167,144,29,3,34,4.83,27,40,38,3,0,3,0,0,0,0,0,0,3,0,0,0,13,1,0,2,15,0,3,20,74,73,136,238,16,40,0,5,72,36,36,2,5,6,14,6,0,0,0
44,Group J,22 June 2026,Jordan,Algeria,True,1,2,3-4-3,27.7,1,0.38,8,4,270,201,74,71,12,49,7,29,355,76,47,67,117.5,5.9,18,8,18,7,9,28,5,8,2,4,1,3,21,34,3,13,10,1.68,17.74,159,352,54,222,50,41,15,54,35,39,42,42,50,37,37,48,38,26,37,36,23,20,21,75,23,13,51,17,8,24,6,196,78,78,92,26,98,98,59,9,58,1.76,25,49,35,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,6,0,1,28,27,41,44,141,4,20,3,3,36,19,26,1,6,14,4,3,1,1,0
44,Group J,22 June 2026,Algeria,Jordan,False,2,1,4-2-1-3,72.3,2,2.05,17,8,661,590,89,99,19,182,20,39,199,48,55,85,116.3,6.6,42,16,18,16,2,13,0,6,7,2,0,3,8,5,7,28,21,1.65,9.12,69,165,20,117,49,39,20,54,31,45,46,34,59,42,40,46,40,29,35,34,29,17,5,64,72,4,36,41,1,28,31,468,157,252,189,27,284,184,49,8,36,6.09,13,48,45,1,7,8,2,0,2,0,0,0,8,0,0,0,11,0,0,1,12,0,10,23,94,138,229,393,29,64,6,8,118,81,40,5,2,22,15,1,1,1,0
45,Group L,23 June 2026,England,Ghana,True,0,0,4-2-3-1,72.4,0,1.78,19,3,652,605,93,106,16,218,32,31,105,39,25,65,108.3,5.1,50,17,19,23,1,5,0,7,9,2,1,6,16,6,8,24,15,1.67,7.92,25,68,21,59,54,36,21,58,27,49,48,26,65,41,34,52,40,25,39,36,18,18,2,68,70,1,40,27,1,28,43,489,201,278,184,27,246,243,33,6,19,14.72,6,36,57,5,4,9,0,0,0,0,0,0,5,4,0,0,24,0,0,2,26,0,9,22,134,125,242,365,65,51,5,8,103,84,21,4,2,12,5,4,0,1,0
45,Group L,23 June 2026,Ghana,England,False,0,0,4-4-2,27.6,0,0.34,2,0,179,128,72,36,6,24,5,11,298,50,31,32,105.9,4.3,19,12,11,7,15,24,6,10,2,4,1,2,24,48,2,5,4,1.75,22.47,166,270,48,175,53,38,16,57,33,40,44,33,58,39,36,48,39,24,36,36,19,18,1,44,22,0,29,17,1,15,5,94,25,31,42,21,53,41,32,4,43,1.29,18,37,27,2,0,2,0,0,0,0,0,0,2,0,0,0,14,0,0,2,16,0,2,9,7,17,32,69,3,2,1,0,22,8,7,0,2,15,5,1,0,2,1
46,Group L,23 June 2026,Panama,Croatia,True,0,1,3-4-3,37.2,0,0.69,8,1,356,282,79,80,10,97,27,24,269,58,44,81,108.2,5.8,27,10,18,17,5,19,2,8,4,3,0,3,21,38,4,13,8,1.68,16.89,102,211,33,177,55,40,18,56,31,44,45,35,59,43,34,52,42,20,40,38,17,24,5,80,38,2,54,24,3,26,14,274,101,114,114,46,120,154,50,10,34,3.75,13,56,35,2,1,3,2,2,4,0,0,0,1,2,0,0,12,0,1,2,14,0,7,14,44,69,77,181,5,27,6,3,56,27,17,3,1,12,15,8,0,1,0
46,Group L,23 June 2026,Croatia,Panama,False,1,0,4-2-3-1,62.9,1,0.82,6,2,518,445,86,75,16,96,18,19,236,51,47,65,110.0,6.9,46,13,16,11,3,13,1,5,5,5,0,4,13,20,9,19,13,1.48,13.19,102,209,39,133,52,38,19,56,30,45,47,34,56,41,37,47,41,27,36,36,22,17,1,52,62,1,35,24,0,17,38,341,122,167,147,27,197,144,41,9,39,3.77,19,53,36,2,0,2,0,0,0,0,0,0,1,1,0,0,19,0,1,1,20,0,2,14,61,90,161,273,18,25,1,1,109,55,15,5,1,25,15,2,0,0,1
47,Group K,23 June 2026,Portugal,Uzbekistan,True,5,0,4-2-3-1,56.1,5,2.03,17,9,639,577,90,135,19,179,24,43,197,43,37,67,110.2,6.0,33,21,20,19,1,11,2,6,4,6,1,10,19,11,5,20,14,1.65,11.65,70,166,31,107,55,42,19,56,32,43,45,33,58,42,36,50,42,29,38,35,29,19,5,92,70,4,41,33,1,51,37,438,177,229,165,44,262,176,45,13,36,6.34,15,25,40,0,1,1,2,0,2,0,0,0,0,0,0,0,15,1,0,2,17,0,3,20,114,125,185,342,27,59,9,3,102,55,37,2,9,18,12,9,0,0,0
47,Group K,23 June 2026,Uzbekistan,Portugal,False,0,5,3-4-3,43.8,0,0.44,7,2,347,278,80,63,3,63,8,21,338,44,49,61,109.6,6.5,27,11,18,9,6,20,2,8,3,5,0,5,24,31,5,11,7,1.7,18.43,145,306,58,198,56,39,18,56,31,39,44,36,54,41,35,50,41,25,39,36,22,20,8,70,26,7,51,18,1,19,8,282,94,82,151,49,149,133,42,10,38,2.39,34,26,34,1,0,1,0,1,1,0,0,0,1,0,0,0,14,0,0,2,16,0,2,16,35,68,108,231,4,16,1,3,47,55,51,4,10,7,19,10,0,4,0
48,Group K,23 June 2026,Colombia,Congo DR,True,1,0,4-1-2-3,58.5,1,1.54,20,9,548,475,87,94,10,146,14,14,155,31,40,64,104.0,5.0,45,17,15,18,3,9,1,5,5,3,0,10,21,7,3,14,10,1.52,11.25,82,172,25,72,53,39,20,56,32,41,44,37,52,37,37,47,37,29,36,35,29,17,8,74,38,6,34,17,2,40,21,453,161,228,189,36,196,257,53,12,19,6.15,22,44,34,2,3,5,0,0,0,0,0,0,4,1,0,0,16,0,1,0,16,0,5,13,118,90,247,356,35,45,2,6,106,89,17,4,12,21,14,3,2,0,0
48,Group K,23 June 2026,Congo DR,Colombia,False,0,1,5-3-2,41.5,0,0.42,7,1,315,236,75,51,6,56,13,10,300,47,40,59,106.0,5.1,29,10,14,11,7,14,2,10,3,4,0,3,26,30,5,9,6,1.59,18.82,124,265,35,195,54,40,19,55,34,38,44,37,55,43,37,48,42,27,39,36,26,21,12,74,13,9,55,11,3,19,2,268,87,77,143,48,152,116,48,14,17,3.35,16,43,43,2,2,4,0,0,0,0,0,0,2,2,0,0,12,0,0,7,19,0,4,20,45,68,93,190,6,16,2,5,37,23,40,3,9,25,17,6,0,1,0
49,Group C,24 June 2026,Scotland,Brazil,True,0,3,4-2-3-1,43.0,0,0.69,14,5,520,466,90,99,7,96,24,15,241,34,33,49,113.2,4.4,47,15,15,12,3,6,0,5,2,2,0,5,31,29,4,9,6,1.6,23.3,82,202,35,127,50,38,17,52,33,42,46,32,60,42,37,51,41,22,36,38,18,21,6,92,39,3,52,21,3,40,18,357,163,112,182,63,201,156,37,9,23,5.07,19,33,34,6,1,7,0,0,0,0,0,0,7,0,0,0,10,1,0,1,11,0,7,16,37,64,199,262,7,22,5,3,51,73,39,3,8,9,28,12,0,2,0
49,Group C,24 June 2026,Brazil,Scotland,False,3,0,4-3-3,57.1,3,3.78,21,9,615,571,93,108,9,139,13,20,227,24,28,53,110.7,4.2,49,13,18,14,1,9,2,4,5,2,1,8,28,25,2,6,4,1.59,19.24,120,215,38,136,56,40,17,57,30,45,49,31,56,40,36,50,38,29,37,36,24,20,7,66,66,6,32,28,1,34,38,383,166,149,190,44,222,161,41,7,23,6.63,16,37,26,4,1,5,0,0,0,0,1,1,4,0,1,0,10,0,0,0,10,0,6,10,78,108,187,299,31,27,2,5,68,74,46,2,6,11,12,11,1,3,0
50,Group C,24 June 2026,Morocco,Haiti,True,4,2,4-2-3-1,60.1,4,2.12,22,11,557,495,89,124,19,157,31,39,172,57,38,64,111.2,6.8,35,16,21,20,1,11,2,9,10,6,0,3,22,5,5,23,15,1.63,11.41,65,129,29,96,56,38,20,56,31,40,39,37,56,40,36,47,42,25,38,46,21,18,3,106,42,2,44,20,1,62,22,516,193,245,210,61,269,247,41,9,44,5.91,7,43,52,1,3,4,1,3,4,1,0,1,1,3,0,0,18,1,0,0,18,0,9,25,129,144,194,399,29,49,6,7,122,67,37,11,14,16,30,7,1,3,0
50,Group C,24 June 2026,Haiti,Morocco,False,2,4,4-4-2,39.9,2,0.65,9,2,265,212,80,49,3,40,3,32,331,50,50,59,107.5,5.9,29,11,14,7,8,23,2,7,6,5,1,3,33,20,4,11,7,1.46,15.41,146,301,44,216,56,37,23,58,33,39,44,34,56,42,37,49,40,25,37,33,28,14,3,64,17,2,44,14,1,20,3,165,51,56,94,15,81,84,44,9,44,1.88,29,43,31,0,1,1,0,0,0,0,0,0,0,1,0,0,10,1,1,5,15,0,1,15,19,28,57,116,2,11,0,0,29,25,24,3,9,6,5,1,0,1,0
51,Group B,24 June 2026,Switzerland,Canada,True,2,1,4-4-2,48.8,2,1.68,6,4,471,389,83,95,6,55,8,16,216,50,49,53,109.9,5.2,36,14,19,6,4,17,1,7,3,3,1,3,19,20,5,16,11,1.59,9.99,94,179,27,136,57,37,19,51,32,41,42,37,54,40,37,48,41,26,35,34,22,17,12,107,24,6,60,21,6,47,3,274,101,68,151,55,156,118,40,7,26,4.28,13,44,42,2,0,2,0,0,0,0,0,0,2,0,0,0,12,0,1,3,15,0,2,25,22,85,124,210,2,11,0,4,47,33,50,6,9,21,22,5,0,0,0
51,Group B,24 June 2026,Canada,Switzerland,False,1,2,4-4-2,51.2,1,1.61,13,7,353,275,78,87,7,103,26,21,299,44,50,64,114.6,7.1,26,12,22,15,4,16,1,13,10,5,0,14,27,5,4,17,11,1.38,14.55,141,260,54,177,51,39,19,51,31,44,41,30,61,39,32,49,37,25,42,31,23,19,3,79,43,2,51,27,1,28,16,248,83,119,102,27,145,103,49,11,21,4.32,16,46,54,3,2,5,2,0,2,0,0,0,3,2,0,0,19,0,0,1,20,0,7,27,45,82,87,193,5,21,3,0,77,28,26,1,4,10,11,7,0,0,0
52,Group B,24 June 2026,Bosnia and Herzegovina,Qatar,True,3,1,4-4-2,48.7,3,0.77,14,5,521,461,88,99,8,92,25,29,248,41,43,59,113.8,5.5,43,14,20,12,3,10,0,5,7,6,0,4,17,24,4,10,9,1.46,14.56,126,251,43,135,56,37,22,55,31,43,46,35,56,40,36,49,40,27,37,38,25,18,6,81,41,1,48,23,5,33,18,369,125,142,187,40,202,167,39,8,24,6.21,13,26,34,1,3,4,1,0,1,0,0,0,4,0,0,0,14,0,0,3,17,0,5,12,59,118,171,284,14,29,3,1,78,68,37,7,2,23,16,4,0,1,1
52,Group B,24 June 2026,Qatar,Bosnia and Herzegovina,False,1,3,4-1-2-3,51.3,1,1.17,9,3,457,388,85,90,14,94,18,13,264,37,42,55,110.0,5.4,33,16,18,16,5,10,2,8,5,4,0,8,29,19,4,10,8,1.57,21.05,112,270,36,171,55,40,17,56,31,42,44,34,59,41,37,47,39,27,39,35,22,19,9,100,32,5,70,18,4,30,14,333,140,118,162,53,201,132,39,12,27,3.95,24,25,33,2,1,3,0,0,0,2,0,2,2,1,0,1,9,0,0,1,10,0,5,18,59,79,142,256,10,22,2,6,61,48,49,2,6,17,26,6,1,0,0
53,Group A,24 June 2026,Czechia,Mexico,True,0,3,5-2-3,44.7,0,0.44,13,1,423,352,83,82,6,80,20,18,213,27,38,66,111.6,5.3,49,10,19,13,5,9,0,8,7,4,0,4,24,19,5,12,7,1.59,17.59,86,215,24,129,51,51,17,54,33,40,44,30,62,43,39,47,41,26,36,36,22,16,7,69,46,4,41,30,3,28,16,282,93,82,148,52,144,138,30,5,22,5.51,13,30,38,2,3,5,0,0,0,0,0,0,1,4,0,0,13,0,0,0,13,0,5,20,28,73,127,211,9,11,1,1,48,37,34,5,12,22,19,11,1,0,0
53,Group A,24 June 2026,Mexico,Czechia,False,3,0,4-1-2-3,55.3,3,2.1,11,5,394,340,86,71,5,109,14,14,233,23,35,51,114.7,5.5,34,16,14,15,5,12,1,8,7,2,0,5,25,15,4,9,8,1.54,15.17,130,287,50,134,51,40,20,52,32,40,43,34,57,41,37,48,39,29,36,34,28,14,3,71,28,2,47,17,1,24,11,444,137,178,192,74,244,200,35,4,23,3.61,19,30,31,1,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,10,0,1,20,93,99,197,335,15,47,3,4,76,52,56,10,8,20,24,15,3,2,0
54,Group A,24 June 2026,South Africa,Korea Republic,True,1,0,4-2-3-1,30.3,1,0.89,13,4,345,279,81,69,2,53,7,21,321,37,40,68,111.8,5.4,33,12,12,9,8,15,2,5,2,2,1,6,30,33,2,10,6,1.59,24.27,145,297,55,209,53,40,16,53,33,42,41,38,51,38,37,48,39,27,37,35,21,18,8,76,28,7,55,17,1,21,11,189,69,70,87,32,100,89,40,6,26,3.1,29,51,21,1,3,4,0,0,0,0,0,0,2,2,0,0,9,0,0,0,9,0,4,8,27,45,74,150,4,17,2,2,37,21,22,0,3,19,18,5,0,0,0
54,Group A,24 June 2026,Korea Republic,South Africa,False,0,1,3-4-3,69.8,0,0.74,8,3,718,657,92,114,20,187,39,15,199,27,28,63,111.0,5.4,48,16,18,18,1,10,1,5,6,4,0,8,16,13,5,15,9,1.58,14.27,75,172,35,112,59,40,20,57,30,46,46,31,60,43,36,50,42,26,38,36,22,21,4,69,70,2,26,32,2,43,38,434,167,226,160,48,256,178,45,7,23,7.44,14,52,40,2,4,6,0,0,0,0,0,0,4,1,0,1,7,0,0,3,10,0,6,24,99,100,209,323,40,49,4,5,86,62,31,4,7,6,22,5,0,2,0
55,Group E,25 June 2026,Curaçao,Côte d'Ivoire,True,0,2,5-4-1,37.9,0,0.66,11,2,369,312,85,78,9,69,15,27,299,62,43,57,106.2,5.5,32,11,19,14,3,13,1,5,5,5,1,5,26,28,1,10,7,1.73,18.12,133,298,50,175,51,39,21,53,34,40,41,38,54,42,39,48,43,25,36,38,27,20,7,72,29,5,41,21,2,31,8,227,76,91,109,27,128,99,33,8,41,3.38,27,29,30,4,0,4,0,0,0,0,0,0,3,0,1,0,6,0,0,1,7,0,4,19,46,72,87,175,7,20,1,3,42,29,37,6,2,12,12,4,0,0,0
55,Group E,25 June 2026,Côte d'Ivoire,Curaçao,False,2,0,4-1-2-3,62.1,2,0.93,7,3,644,574,89,116,9,131,18,26,201,43,44,65,106.4,5.3,39,15,18,15,2,10,1,6,4,5,1,4,25,16,4,13,13,1.96,16.68,72,150,33,103,55,40,19,59,33,41,44,38,54,39,38,47,38,28,35,33,27,15,7,93,61,4,55,36,3,38,25,250,84,117,104,29,148,102,46,10,35,5.84,20,33,39,3,1,4,1,0,1,0,1,1,4,0,0,0,11,0,0,2,13,0,6,20,57,71,93,202,8,14,2,5,71,42,24,2,8,9,8,6,0,3,0
56,Group E,25 June 2026,Ecuador,Germany,True,2,1,4-4-2,39.2,2,1.29,7,3,389,325,84,61,7,93,14,24,299,58,49,66,109.8,6.1,37,13,10,12,6,20,3,5,5,4,1,4,19,28,4,14,11,1.44,18.12,153,346,45,171,54,40,19,55,29,48,46,35,57,43,37,47,40,27,37,35,20,18,4,64,36,3,47,22,1,17,14,252,103,117,100,35,130,122,51,13,47,2.85,21,46,31,1,2,3,0,0,0,0,0,0,3,0,0,0,10,0,0,0,10,0,3,18,40,32,87,159,23,17,3,4,48,30,10,1,5,4,9,2,1,1,1
56,Group E,25 June 2026,Germany,Ecuador,False,1,2,4-2-3-1,60.8,1,0.74,11,3,612,537,88,114,4,146,16,25,231,41,51,85,114.5,6.3,39,15,17,14,3,14,1,5,4,3,0,5,11,33,6,20,13,1.72,15.87,98,195,38,135,52,38,21,50,30,47,42,28,62,42,35,49,42,28,39,40,18,20,7,98,48,3,54,30,4,44,18,340,123,141,156,43,189,151,53,6,32,5.4,28,46,38,1,1,2,0,0,0,0,0,0,2,0,0,0,15,0,0,0,15,0,2,21,63,88,152,263,23,31,4,3,60,56,43,9,7,8,11,8,0,0,0
57,Group F,25 June 2026,Japan,Sweden,True,1,1,3-4-3,44.7,1,1.22,8,3,454,381,84,79,7,95,14,16,221,47,42,62,110.2,5.3,40,9,16,13,4,16,1,5,3,2,0,6,22,27,4,14,9,1.61,18.63,87,150,23,132,54,38,18,58,30,44,46,33,58,45,35,46,44,26,39,37,22,20,4,79,41,3,49,23,1,30,18,320,98,171,103,46,215,105,37,5,29,3.83,22,40,29,0,2,2,0,0,0,0,0,0,1,1,0,0,11,0,0,2,13,0,2,14,67,69,158,263,14,30,4,6,94,33,29,3,8,8,22,11,0,1,0
57,Group F,25 June 2026,Sweden,Japan,False,1,1,3-4-3,55.3,1,0.56,11,5,410,330,80,72,3,111,16,18,201,26,37,74,111.1,5.1,45,13,13,13,7,14,1,8,5,2,0,4,18,31,3,16,10,1.49,17.98,109,189,34,117,55,38,23,53,33,44,40,31,62,41,37,51,42,24,38,37,20,21,0,74,46,0,44,29,0,30,17,232,79,116,93,23,139,93,42,1,15,5.19,15,40,49,4,2,6,1,1,2,0,0,0,6,0,0,0,20,0,0,3,23,0,8,18,46,57,96,180,13,20,2,4,61,29,26,5,0,6,12,2,0,0,0
