match_id,round,date,team,opponent,is_home,team_score,opponent_score,formation,possession_pct,goals,xg,shots,shots_on_target,passes,passes_completed,pass_completion_pct,completed_line_breaks,defensive_line_breaks,receptions_final_third,crosses,ball_progressions,def_pressures,def_pressures_direct,forced_turnovers,second_balls,total_distance_km,zone4_low_speed_sprint_km,phase_build_up_unopposed_pct,phase_build_up_opposed_pct,phase_progression_pct,phase_final_third_pct,phase_long_ball_pct,phase_attacking_transition_pct,phase_counter_attack_pct,phase_set_piece_pct,phase_high_press_pct,phase_mid_press_pct,phase_low_press_pct,phase_high_block_pct,phase_mid_block_pct,phase_low_block_pct,phase_recovery_pct,phase_defensive_transition_pct,phase_counter_press_pct,avg_pressure_duration_s,ball_recovery_time_s,pushing_on_into_pressing,pushing_on,pressing_direction_inside,pressing_direction_outside,ip_build_up_low_team_width_m,ip_build_up_low_team_length_m,ip_build_up_low_line_height_m,ip_build_up_mid_team_width_m,ip_build_up_mid_team_length_m,ip_build_up_mid_line_height_m,ip_final_third_phase_team_width_m,ip_final_third_phase_team_length_m,ip_final_third_phase_line_height_m,oop_high_block_press_team_width_m,oop_high_block_press_team_length_m,oop_high_block_press_line_height_m,oop_mid_block_team_width_m,oop_mid_block_team_length_m,oop_mid_block_line_height_m,oop_low_block_team_width_m,oop_low_block_team_length_m,oop_low_block_line_height_m,lb_4u_attempted,lb_3u_attempted,lb_2u_attempted,lb_4u_inside_shape,lb_3u_inside_shape,lb_2u_inside_shape,lb_4u_outside_shape,lb_3u_outside_shape,lb_2u_outside_shape,offers_made_total,offers_received_total,offers_made_final_third,offers_made_middle_third,offers_made_defensive_third,offers_made_inside_shape,offers_made_outside_shape,possession_regained_total,interceptions_total,tackles_total,possession_actions_per_defensive_action,blocks_total,possession_contests_total,total_set_plays,corner_direct_to_area_left,corner_direct_to_area_right,corner_direct_to_area_total,corner_short_left,corner_short_right,corner_short_total,corner_edge_box_left,corner_edge_box_right,corner_edge_box_total,corner_inswing,corner_outswing,corner_driven,corner_lofted,freekick_direct,freekick_direct_on_target,freekick_direct_off_target,freekick_indirect,total_free_kicks,total_penalties,total_corners,total_throw_ins,movement_final_third_phase_total,movement_progression_phase_total,movement_build_up_phase_total,movement_all_types_total,movement_final_third_in_front,movement_final_third_in_between,movement_final_third_out_to_in,movement_final_third_in_to_out,movement_final_third_in_behind,movement_middle_third_in_front,movement_middle_third_in_between,movement_middle_third_out_to_in,movement_middle_third_in_to_out,movement_middle_third_in_behind,movement_defensive_third_in_front,movement_defensive_third_in_between,movement_defensive_third_out_to_in,movement_defensive_third_in_to_out,movement_defensive_third_in_behind
74,Round of 32,29 June 2026,Germany,Paraguay,True,1,1,4-2-3-1,65.5,1,1.25,21,6,834,752,90,161,10,344,52,46,164,32,45,118,152.4,6.6,43,16,19,31,1,8,1,5,6,3,2,2,4,9,6,29,19,1.67,8.48,63,129,34,82,46,38,21,48,30,50,43,26,66,36,32,53,35,31,36,31,26,14,4,102,97,1,27,40,3,75,57,478,193,304,153,21,231,247,55,11,28,8.08,22,47,52,8,7,15,1,0,1,0,0,0,13,1,0,0,12,0,2,1,13,0,16,23,167,123,212,343,55,46,7,6,131,58,19,2,4,6,8,1,0,0,0
74,Round of 32,29 June 2026,Paraguay,Germany,False,1,1,4-4-2,34.5,1,0.61,7,3,264,166,63,51,6,69,20,28,410,69,59,71,143.8,6.1,13,8,10,12,14,29,2,10,1,2,1,1,16,50,4,8,6,1.55,20.11,176,354,56,296,38,31,17,53,33,44,38,36,55,37,38,50,36,27,35,33,20,16,6,63,45,6,42,36,0,21,9,131,47,58,50,23,71,60,91,10,59,1.33,52,47,39,3,3,6,0,0,0,0,0,0,4,2,0,0,17,0,0,4,21,0,6,12,32,19,27,97,7,10,3,0,26,9,16,1,2,9,5,8,0,1,0
75,Round of 32,29 June 2026,Netherlands,Morocco,True,1,1,3-4-3,31.1,1,0.33,6,2,395,307,78,62,4,68,10,19,340,43,51,79,137.6,5.2,36,11,16,8,6,19,1,10,1,2,0,2,32,40,3,8,5,1.37,23.91,190,307,48,209,53,37,21,57,32,43,43,32,58,44,34,49,45,21,38,42,19,22,3,68,43,3,51,32,0,17,11,192,58,80,84,28,119,73,50,7,36,3.64,23,58,48,3,2,5,0,0,0,0,0,0,2,3,0,0,15,0,0,0,15,0,5,28,29,52,67,148,6,16,0,3,50,23,16,3,4,16,9,1,1,0,0
75,Round of 32,29 June 2026,Morocco,Netherlands,False,1,1,4-2-3-1,68.9,1,1.3,11,5,891,813,91,94,10,167,19,26,244,64,52,75,139.5,6.5,53,16,11,13,2,8,0,3,5,4,1,2,24,16,6,20,14,1.77,10.62,108,166,40,139,55,35,22,59,29,44,48,34,56,41,39,48,40,25,37,39,20,22,4,53,72,1,28,30,3,25,42,464,151,232,200,32,286,178,62,8,30,8.11,17,54,46,5,3,8,0,0,0,0,0,0,5,3,0,0,18,0,0,3,21,0,8,17,104,95,286,394,41,46,0,8,118,102,31,2,3,20,15,5,1,1,1
76,Round of 32,29 June 2026,Brazil,Japan,True,2,1,4-1-2-3,61.6,2,2.12,19,7,715,652,91,118,14,250,30,23,200,35,40,74,110.0,4.9,52,16,16,25,2,6,1,4,7,3,0,10,11,17,6,13,8,1.72,16.93,88,178,40,115,55,42,18,58,29,49,47,29,62,43,39,49,41,30,36,35,29,18,2,45,113,1,22,50,1,23,63,487,170,266,191,30,293,194,36,4,23,10.38,14,39,40,0,4,4,1,1,2,0,0,0,1,3,0,0,13,0,0,0,13,0,6,21,145,118,254,380,66,63,4,8,100,84,25,3,1,8,12,5,0,1,0
76,Round of 32,29 June 2026,Japan,Brazil,False,1,2,3-4-3,38.5,1,0.26,5,2,330,279,85,72,5,81,12,12,362,48,34,47,114.9,5.3,34,11,18,14,5,13,3,5,2,2,1,4,14,60,3,6,4,1.71,25.97,201,374,51,233,55,40,14,56,34,44,45,36,55,43,38,47,43,23,37,37,17,20,9,79,17,3,45,10,6,34,7,307,103,104,129,74,167,140,40,6,22,2.65,19,36,23,1,1,2,0,0,0,0,0,0,1,1,0,0,4,0,1,1,5,0,2,16,48,78,121,213,5,18,3,3,50,26,45,6,1,13,26,14,1,1,1
77,Round of 32,30 June 2026,France,Sweden,True,3,0,4-2-3-1,53.5,3,2.9,25,12,548,498,91,129,16,202,22,33,213,38,35,64,107.7,4.9,35,18,19,25,2,10,1,6,5,4,1,5,25,16,3,15,9,1.77,14.48,68,141,36,120,54,39,22,56,30,46,46,29,61,40,35,48,40,27,37,35,25,19,6,89,59,3,46,24,3,43,35,378,157,213,130,35,225,153,32,10,26,6.16,13,35,30,4,2,6,2,1,3,0,0,0,0,6,0,0,10,0,0,1,11,0,9,10,121,99,181,309,35,35,6,8,103,53,38,4,3,2,13,8,0,1,0
77,Round of 32,30 June 2026,Sweden,France,False,0,3,4-4-2,46.4,0,0.71,8,3,365,296,81,71,6,99,11,16,258,42,34,56,107.3,4.6,36,15,15,12,5,15,2,8,1,2,1,3,24,38,4,10,9,1.37,20.78,127,252,34,166,50,39,18,56,32,39,42,33,58,40,37,49,40,27,37,36,21,18,9,60,50,8,41,34,1,19,16,250,94,101,112,37,137,113,31,4,27,2.93,15,32,37,0,1,1,0,0,0,0,0,0,1,0,0,0,14,0,0,3,17,0,1,19,35,49,103,175,13,26,3,1,41,37,24,3,0,11,11,5,0,0,0
78,Round of 32,30 June 2026,Côte d'Ivoire,Norway,True,1,2,4-1-2-3,41.3,1,1.43,14,5,406,353,87,90,16,151,33,27,318,57,45,72,105.8,5.4,30,13,20,27,3,13,3,8,7,6,0,8,26,20,2,12,8,1.79,17.38,134,236,52,206,51,40,16,56,33,41,45,34,59,40,37,48,39,27,36,36,26,16,4,60,57,3,30,30,1,30,27,266,109,145,98,23,144,122,36,10,44,3.86,19,41,39,8,4,12,1,1,2,0,0,0,11,1,0,0,7,1,0,2,9,0,14,16,85,80,102,197,21,12,4,2,71,42,12,6,2,14,5,2,2,0,2
78,Round of 32,30 June 2026,Norway,Côte d'Ivoire,False,2,1,4-2-1-3,58.7,2,2.3,9,4,492,442,90,103,5,126,15,36,216,42,31,51,114.5,6.2,36,17,15,15,3,12,0,7,6,2,1,4,18,30,8,13,9,1.73,14.88,80,184,27,138,54,38,19,56,32,41,43,33,58,40,35,50,38,24,37,33,21,15,8,91,33,4,43,13,4,48,20,309,136,128,146,35,156,153,35,4,27,4.29,21,38,34,2,1,3,0,0,0,0,0,0,3,0,0,0,6,0,0,2,8,0,3,23,65,58,96,202,13,19,6,9,53,36,28,9,5,11,5,8,0,0,0
79,Round of 32,30 June 2026,Mexico,Ecuador,True,2,0,4-1-2-3,37.1,2,1.86,15,3,317,259,82,76,10,83,10,15,215,37,33,50,113.3,6.2,23,10,18,14,6,19,3,7,2,2,0,2,20,38,8,8,7,1.57,15.37,86,153,29,116,54,43,19,51,34,44,40,37,53,38,36,48,40,24,38,36,20,18,9,75,20,5,47,12,4,28,8,275,95,121,111,43,168,107,44,7,22,3.0,17,55,34,3,0,3,0,0,0,0,0,0,1,2,0,0,14,0,0,1,15,0,3,16,64,89,70,218,7,34,6,4,57,26,43,4,5,10,16,5,1,0,0
79,Round of 32,30 June 2026,Ecuador,Mexico,False,0,2,4-4-2,62.9,0,0.47,7,1,420,353,84,69,7,112,27,23,191,37,35,59,105.0,5.6,42,16,19,19,6,8,1,8,8,5,0,3,11,10,6,19,13,1.44,11.73,76,200,25,111,55,38,22,56,31,45,48,34,57,42,41,45,40,30,35,37,24,15,4,54,59,2,32,32,2,22,27,243,85,127,86,30,117,126,40,7,27,4.73,18,53,40,4,1,5,3,0,3,0,0,0,4,0,0,1,10,0,0,0,10,0,8,22,54,56,110,177,13,19,2,4,65,38,10,2,4,5,12,3,0,0,0
80,Round of 32,01 July 2026,England,Congo DR,True,2,1,4-2-3-1,53.5,2,1.75,16,7,523,482,92,125,25,222,42,41,246,44,35,69,115.5,5.9,33,15,25,31,2,12,1,5,9,5,0,10,15,16,6,16,11,1.63,13.79,110,205,37,149,53,37,19,57,28,48,47,28,63,41,36,51,40,25,38,38,20,18,6,70,79,3,32,28,3,38,51,490,169,278,177,35,263,227,34,9,24,5.78,24,32,36,4,1,5,0,0,0,0,0,0,4,1,0,0,12,0,0,4,16,0,5,15,171,156,181,360,60,52,2,4,105,56,29,1,3,28,14,4,1,1,0
80,Round of 32,01 July 2026,Congo DR,England,False,1,2,4-1-4-1,46.5,1,0.64,7,2,392,326,83,91,9,75,16,31,336,60,36,48,114.0,5.7,27,12,22,13,6,16,2,7,1,3,0,3,17,38,6,12,10,1.79,22.49,132,205,49,220,54,38,17,55,29,42,46,32,57,37,35,51,38,24,38,35,18,17,4,88,38,2,48,22,2,40,16,312,114,77,152,83,192,120,35,7,35,3.01,20,30,37,1,1,2,0,1,1,0,0,0,2,0,0,0,10,0,1,0,10,0,3,24,40,86,104,216,9,16,1,2,38,31,42,4,3,29,21,16,0,3,1
81,Round of 32,01 July 2026,USA,Bosnia and Herzegovina,True,2,0,3-5-2,44.0,2,0.8,8,2,425,362,85,82,14,88,19,31,206,38,43,62,117.0,5.9,36,11,18,14,4,14,1,8,5,3,0,2,27,25,3,13,10,1.5,16.22,98,189,30,126,52,36,19,54,30,45,43,32,59,36,35,51,35,22,39,33,17,20,5,67,54,2,42,34,3,25,20,306,105,157,128,21,178,128,42,12,19,4.51,18,32,37,2,1,3,1,0,1,0,0,0,3,0,0,0,13,1,0,0,13,0,4,20,56,103,108,243,12,39,6,3,82,36,34,2,6,12,8,3,0,0,0
81,Round of 32,01 July 2026,Bosnia and Herzegovina,USA,False,0,2,4-4-2,56.1,0,0.21,10,3,459,381,83,52,5,81,12,16,208,33,32,57,117.1,5.9,44,13,17,13,4,13,1,6,2,3,1,5,19,26,5,14,11,1.57,8.84,95,210,28,132,56,38,20,57,30,44,47,30,61,41,32,50,42,22,37,38,19,20,1,37,60,1,22,36,0,15,24,286,82,129,120,37,125,161,34,7,30,4.18,13,33,33,2,0,2,0,1,1,0,0,0,2,0,0,0,7,0,0,3,10,0,3,20,51,67,153,223,24,7,4,2,68,56,16,3,2,21,16,3,0,1,0
82,Round of 32,01 July 2026,Belgium,Senegal,True,3,2,4-2-3-1,48.3,3,1.74,19,5,695,607,87,109,12,161,27,26,351,44,45,93,160.5,8.5,45,12,17,14,3,11,1,4,4,3,1,4,20,28,7,11,8,1.69,15.69,180,368,53,241,53,40,20,55,31,44,43,30,62,39,35,50,39,25,38,34,23,17,11,92,57,8,59,32,3,33,25,517,178,243,227,47,286,231,69,12,27,5.15,32,60,34,0,2,2,1,0,1,0,1,1,0,2,1,0,11,0,0,2,13,1,4,16,104,135,241,401,31,58,3,7,118,63,49,7,9,30,17,8,0,0,1
82,Round of 32,01 July 2026,Senegal,Belgium,False,2,3,4-3-3,51.7,2,2.09,19,5,638,555,87,137,16,181,27,33,352,62,52,70,152.9,7.3,37,16,16,19,6,11,2,6,2,4,0,4,27,25,5,11,7,1.69,22.67,126,305,50,218,55,35,20,56,31,45,46,35,56,38,34,50,40,24,36,37,19,19,6,123,66,5,72,29,1,51,37,420,164,189,188,43,238,182,61,15,32,4.36,25,60,45,0,2,2,0,0,0,0,0,0,1,1,0,0,22,0,1,2,24,0,2,19,101,105,201,325,34,20,6,6,97,68,41,8,4,17,13,8,0,3,0
83,Round of 32,02 July 2026,Portugal,Croatia,True,2,1,4-2-3-1,55.3,2,1.91,15,3,588,538,91,90,7,134,21,32,257,38,42,56,116.6,6.0,42,19,19,14,1,8,1,5,10,4,0,8,17,16,6,16,12,1.76,13.13,119,224,30,169,53,37,20,59,28,47,49,28,61,41,36,51,39,27,39,37,24,18,2,55,64,2,29,32,0,26,32,356,133,193,152,11,185,171,40,8,30,6.14,19,33,34,2,4,6,1,2,3,0,0,0,6,0,0,0,11,0,0,4,15,1,9,9,78,101,158,253,24,42,2,5,84,61,22,3,1,5,3,1,0,0,0
83,Round of 32,02 July 2026,Croatia,Portugal,False,1,2,4-2-3-1,44.8,1,1.17,13,6,386,330,85,70,7,85,21,30,291,43,35,61,118.1,6.0,30,17,17,15,4,16,2,7,2,3,0,2,28,37,3,8,7,1.68,21.25,138,241,49,171,52,40,14,51,32,41,42,36,54,41,36,50,42,22,35,38,18,21,5,63,38,2,40,25,3,23,13,300,110,121,111,68,163,137,30,3,40,3.32,19,36,26,2,1,3,1,1,2,0,0,0,2,0,0,1,6,0,0,1,7,0,5,14,57,71,140,244,5,14,4,4,79,35,34,3,2,14,25,18,5,2,0
84,Round of 32,02 July 2026,Spain,Austria,True,3,0,4-1-2-3,59.2,3,2.25,23,10,643,589,92,142,14,188,25,42,203,29,51,68,112.4,6.6,32,17,21,22,2,9,1,6,9,4,0,13,15,9,6,21,14,1.57,12.09,106,217,35,124,58,38,20,53,32,43,45,34,55,38,37,50,38,28,41,33,25,16,10,119,41,6,61,21,4,58,20,492,196,222,198,72,247,245,50,11,26,8.36,16,29,44,6,2,8,1,0,1,0,0,0,6,1,1,0,15,1,0,5,20,0,9,15,120,125,164,347,32,47,5,4,90,70,42,4,5,17,18,13,0,0,0
84,Round of 32,02 July 2026,Austria,Spain,False,0,3,4-2-3-1,40.8,0,0.25,5,0,360,291,81,71,5,52,14,17,410,77,41,56,110.5,6.2,33,13,16,11,5,21,2,4,6,6,1,5,24,22,5,9,8,1.4,20.78,160,314,60,259,52,41,15,48,33,41,38,38,52,40,35,49,39,26,38,33,26,17,6,81,24,5,48,16,1,33,8,259,83,55,110,94,137,122,45,9,45,2.39,31,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,10,0,0,7,35,60,78,170,1,7,1,0,36,23,30,3,3,20,26,17,0,3,0
85,Round of 32,02 July 2026,Switzerland,Algeria,True,2,0,4-2-3-1,40.7,2,1.9,11,5,451,371,82,88,10,86,18,37,283,51,56,69,115.4,5.6,28,14,20,12,6,16,2,7,5,4,1,4,28,24,3,14,9,1.76,15.51,111,228,36,179,52,39,18,55,32,41,44,33,57,38,34,49,39,25,37,37,21,20,9,85,43,7,56,32,2,29,11,256,94,96,99,61,182,74,56,14,41,3.81,15,39,38,2,2,4,0,0,0,0,0,0,2,2,0,0,12,0,0,2,14,0,4,20,43,73,105,211,7,20,1,2,60,34,26,3,6,13,28,8,2,1,0
85,Round of 32,02 July 2026,Algeria,Switzerland,False,0,2,4-1-2-3,59.4,0,0.73,8,2,571,491,86,107,9,109,7,36,266,37,47,70,113.2,6.0,36,17,20,13,3,14,0,4,11,4,1,6,19,11,7,16,14,1.51,14.14,126,282,57,144,54,36,22,55,29,43,48,32,57,41,39,48,40,26,37,35,23,18,6,99,51,2,52,25,4,47,26,389,119,168,182,39,218,171,41,8,33,4.88,25,39,30,0,2,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,10,0,2,18,71,120,209,329,25,22,4,5,102,53,50,1,7,29,22,9,0,0,0
86,Round of 32,03 July 2026,Argentina,Cabo Verde,True,3,2,4-4-2,59.2,3,2.73,22,12,862,800,93,152,24,262,19,33,289,51,51,77,140.6,6.2,51,16,14,19,1,5,1,4,9,5,0,5,17,21,5,13,9,1.63,15.22,143,235,44,167,54,42,20,55,32,45,46,32,58,40,40,47,39,31,36,36,33,18,8,89,84,5,42,40,3,47,44,426,183,244,162,20,238,188,41,4,39,6.89,21,37,37,3,4,7,0,1,1,0,0,0,3,3,0,1,12,4,0,2,14,0,8,15,132,116,219,340,47,39,5,4,122,78,21,2,5,3,10,3,0,1,0
86,Round of 32,03 July 2026,Cabo Verde,Argentina,False,2,3,4-1-4-1,40.7,2,0.52,16,5,491,425,87,100,5,100,19,29,415,49,45,69,141.2,5.7,34,16,18,13,4,13,2,6,2,3,1,2,27,45,2,5,4,1.49,25.06,189,362,73,246,53,40,18,53,35,40,46,36,55,39,39,47,36,25,35,34,20,19,8,107,20,5,53,13,3,54,7,377,135,127,186,64,175,202,46,6,34,3.88,26,39,42,4,3,7,0,0,0,1,0,1,1,5,1,0,13,1,1,3,16,0,8,18,44,88,154,268,3,24,3,6,73,39,60,10,7,16,18,7,2,0,0
87,Round of 32,03 July 2026,Colombia,Ghana,True,1,0,4-1-2-3,54.6,1,1.8,20,8,598,540,90,91,12,129,17,19,217,52,35,58,107.4,5.4,46,15,13,14,3,7,1,4,3,3,1,8,27,18,4,12,9,1.45,13.85,77,148,37,129,54,40,20,57,32,42,42,38,52,38,38,48,39,28,37,35,26,19,12,83,27,8,52,18,4,31,9,420,156,204,175,41,220,200,37,4,26,6.18,16,23,28,0,1,1,2,0,2,0,0,0,1,0,0,0,10,0,1,0,10,0,3,15,86,77,223,323,19,46,3,5,91,84,33,6,5,11,14,4,2,0,0
87,Round of 32,03 July 2026,Ghana,Colombia,False,0,1,4-1-2-3,45.4,0,0.26,8,0,390,329,84,77,3,74,15,29,297,37,36,72,105.6,5.2,39,12,18,12,4,12,1,7,5,5,0,4,32,20,4,7,4,1.5,22.46,130,239,51,164,54,40,17,53,33,41,45,35,55,39,38,46,39,26,36,36,24,19,7,95,18,6,64,8,1,31,10,195,71,100,70,25,87,108,30,7,18,4.86,16,22,34,0,2,2,0,0,0,0,0,0,0,2,0,0,14,0,0,2,16,0,2,16,45,50,81,154,10,21,0,3,51,22,22,1,1,8,13,1,0,1,0
88,Round of 32,03 July 2026,Australia,Egypt,True,1,1,3-4-3,35.4,1,0.74,16,2,520,428,82,115,11,145,23,31,373,32,56,105,148.1,6.5,30,13,15,15,4,17,2,7,5,4,0,4,19,40,4,10,6,1.62,21.52,197,377,54,235,54,36,20,53,33,39,41,35,56,43,36,49,42,25,37,36,19,19,9,100,64,4,60,39,5,40,25,381,132,148,179,54,197,184,51,8,16,4.28,33,72,47,1,2,3,0,0,0,1,0,1,2,1,0,0,14,0,0,3,17,0,4,26,67,95,157,293,15,36,4,4,73,56,54,6,7,11,22,5,0,0,0
88,Round of 32,03 July 2026,Egypt,Australia,False,1,1,4-4-2,64.6,1,1.23,14,4,729,638,88,113,20,176,22,23,304,56,42,74,142.4,6.2,46,15,16,21,2,10,1,5,5,4,0,2,23,13,4,17,11,1.41,17.86,112,292,59,184,58,41,16,60,33,42,49,32,58,43,37,49,41,27,38,35,24,18,5,91,67,4,53,35,1,38,32,552,222,245,243,64,263,289,57,10,46,4.5,31,73,38,1,3,4,1,2,3,0,0,0,4,0,0,0,12,0,0,0,12,0,7,19,124,103,254,366,49,30,2,9,107,75,33,7,8,13,23,7,1,1,1
89,Round of 16,04 July 2026,Paraguay,France,True,0,1,5-4-1,22.5,0,0.13,5,0,191,108,57,37,3,22,6,13,268,56,40,65,104.4,4.6,13,7,16,3,16,32,3,12,2,1,0,2,14,50,5,9,8,1.63,20.48,104,226,35,166,38,34,14,48,35,40,43,46,48,39,40,44,38,29,37,36,19,18,5,57,31,3,44,29,2,13,2,69,20,19,28,22,44,25,40,8,53,1.21,29,30,31,0,2,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,10,0,2,19,2,16,22,54,0,2,0,0,14,3,10,0,4,6,5,8,0,1,1
89,Round of 16,04 July 2026,France,Paraguay,False,1,0,4-2-3-1,77.5,1,1.93,15,5,587,526,90,103,10,241,20,36,95,23,37,75,104.8,4.3,42,16,18,33,1,9,2,6,3,3,0,7,7,4,4,32,24,1.94,8.01,29,69,14,41,53,41,19,55,31,47,48,28,63,39,33,55,38,28,35,32,28,21,1,50,74,1,14,22,0,36,52,267,97,179,70,18,121,146,44,8,18,7.5,15,30,42,6,2,8,2,2,4,0,0,0,8,0,0,0,12,0,0,0,12,1,12,17,113,82,106,193,41,26,2,3,74,22,9,0,3,7,5,1,0,0,0
90,Round of 16,04 July 2026,Canada,Morocco,True,0,3,4-4-2,37.5,0,0.68,10,3,368,282,77,79,12,120,27,21,273,57,48,80,116.2,6.9,24,15,16,19,4,20,1,12,6,5,1,6,38,5,5,17,12,1.55,13.99,128,286,34,173,51,37,22,51,30,45,38,29,64,40,31,48,40,24,44,33,22,20,7,62,57,4,39,36,3,23,21,292,97,133,125,34,159,133,47,10,36,3.5,26,49,52,4,3,7,4,0,4,0,0,0,3,2,1,1,14,0,1,3,17,0,11,24,67,60,97,209,19,26,2,4,57,38,26,1,7,14,5,8,1,1,0
90,Round of 16,04 July 2026,Morocco,Canada,False,3,0,4-2-3-1,62.5,3,0.85,5,4,499,420,84,72,9,44,6,29,189,41,46,68,108.8,5.7,41,12,14,4,4,17,2,7,4,4,1,3,13,22,5,20,15,1.61,10.41,68,155,28,108,58,34,22,55,33,37,40,39,52,39,34,46,38,25,36,33,20,16,6,81,22,3,43,14,3,38,8,251,82,55,141,55,145,106,54,9,20,3.88,34,50,50,0,1,1,0,0,0,0,0,0,0,1,0,0,24,0,0,2,26,0,1,23,16,47,105,184,3,7,1,4,34,24,45,1,6,38,11,4,1,4,1
91,Round of 16,05 July 2026,Brazil,Norway,True,1,2,4-1-2-3,32.1,1,2.57,14,4,347,298,86,73,12,129,16,30,401,69,38,59,113.3,5.5,35,9,22,23,3,16,3,4,5,4,0,7,27,28,4,9,7,1.49,25.23,185,321,60,234,51,44,17,56,30,44,45,33,58,44,35,47,41,26,38,36,22,19,6,40,60,3,26,29,3,14,31,297,111,178,85,34,161,136,48,8,47,3.1,23,34,25,4,0,4,1,0,1,0,0,0,3,0,0,1,4,0,0,1,5,2,5,13,103,81,106,241,37,29,5,2,78,38,15,2,2,9,18,4,0,2,0
91,Round of 16,05 July 2026,Norway,Brazil,False,2,1,4-1-2-3,67.9,2,1.41,9,5,683,627,92,125,7,178,17,28,185,23,28,68,120.5,5.4,46,17,10,17,4,9,1,4,4,0,0,5,14,30,6,16,12,1.53,16.03,75,131,36,110,54,38,20,53,31,44,44,32,57,40,37,51,39,22,35,33,25,17,9,99,50,7,43,27,2,56,23,364,156,175,142,47,184,180,32,7,24,6.16,19,31,27,1,3,4,0,1,1,0,0,0,4,0,0,0,7,0,0,1,8,0,5,14,101,59,142,246,21,39,8,6,62,42,27,4,3,6,22,4,0,2,0
92,Round of 16,05 July 2026,Mexico,England,True,2,3,4-1-2-3,59.4,2,2.01,20,5,485,448,92,103,8,206,49,20,182,52,33,62,112.0,4.7,47,12,22,34,2,7,0,6,5,6,0,2,16,10,5,19,13,1.58,14.56,67,144,19,109,53,41,20,55,30,47,48,28,63,42,37,49,41,26,39,37,23,20,1,39,94,0,25,36,1,14,58,435,156,273,128,34,209,226,36,4,29,7.19,13,27,43,5,6,11,1,0,1,0,0,0,5,5,0,1,6,0,0,0,6,1,12,24,138,130,210,316,34,42,5,7,130,47,22,1,1,6,20,1,0,0,0
92,Round of 16,05 July 2026,England,Mexico,False,3,2,4-2-3-1,40.6,3,2.12,6,5,254,204,80,53,9,43,8,17,243,36,28,48,106.7,3.9,26,13,10,8,12,19,1,8,3,1,0,2,16,49,4,7,5,1.55,22.28,124,213,28,167,51,35,21,55,31,41,43,37,54,38,38,49,38,24,37,34,17,17,2,61,22,1,39,17,1,22,5,227,89,56,120,51,109,118,36,6,25,1.95,30,25,28,1,0,1,1,0,1,0,0,0,1,0,0,0,11,0,0,2,13,1,2,12,23,36,83,152,3,7,2,2,32,50,18,2,7,4,14,9,2,0,0
93,Round of 16,06 July 2026,Portugal,Spain,True,0,1,4-2-3-1,41.7,0,0.91,10,2,459,378,82,102,10,101,12,36,342,27,43,63,112.8,5.3,31,17,17,14,4,15,2,6,4,4,0,8,19,27,3,12,8,1.54,19.11,160,297,57,193,55,40,16,56,32,43,47,36,55,42,37,50,41,29,39,37,23,19,6,95,40,5,47,21,1,48,19,315,110,125,133,57,159,156,50,15,26,4.59,14,22,37,1,1,2,0,1,1,0,0,0,2,0,0,0,13,0,0,1,14,0,3,20,46,65,117,215,9,18,0,5,65,43,24,3,12,7,25,2,0,2,0
93,Round of 16,06 July 2026,Spain,Portugal,False,1,0,4-1-2-3,58.3,1,1.72,15,6,548,490,89,143,16,144,18,29,294,45,55,57,115.4,6.1,36,16,18,18,2,12,1,5,9,4,0,9,17,21,3,15,12,1.78,13.75,113,217,50,180,57,40,17,55,30,45,46,32,58,42,37,49,40,25,38,38,23,18,6,91,81,3,52,47,3,39,34,395,155,176,158,61,246,149,54,9,35,4.5,26,24,35,3,3,6,0,1,1,0,0,0,5,1,0,0,9,1,0,2,11,0,7,17,96,114,189,315,15,40,4,2,98,56,42,8,3,12,22,10,0,3,0
94,Round of 16,06 July 2026,USA,Belgium,True,1,4,3-5-2,51.2,1,0.33,7,2,553,483,87,126,14,123,13,28,232,39,41,68,119.2,5.9,38,18,19,14,1,12,2,7,8,5,1,9,15,12,8,19,13,1.59,13.19,93,198,41,146,54,39,20,53,31,45,45,32,58,38,34,50,35,27,39,32,26,16,4,102,51,2,50,23,2,52,28,400,146,190,175,35,204,196,42,5,37,4.49,25,33,38,0,3,3,0,0,0,0,0,0,0,3,0,0,9,1,0,1,10,0,3,25,69,102,203,316,29,36,4,2,92,77,30,6,7,10,20,1,1,1,0
94,Round of 16,06 July 2026,Belgium,USA,False,4,1,4-2-3-1,48.7,4,1.99,15,7,423,340,80,79,7,94,19,26,295,57,48,90,117.9,6.0,27,11,10,14,9,19,2,7,3,7,1,3,26,28,4,12,8,1.55,16.96,143,276,43,166,54,37,19,52,33,39,41,36,55,39,38,47,38,27,35,36,24,19,7,70,53,4,50,33,3,20,20,239,91,78,93,68,113,126,43,7,34,4.07,25,34,34,2,2,4,1,0,1,0,0,0,0,4,0,0,11,0,0,0,11,0,5,18,43,37,71,170,8,13,1,1,49,19,26,0,2,17,27,6,1,0,0
