team,Control,Access,Line-breaking,Defensive approach,Attacking approach,Chance threat,matches,xg_for_per_match,xg_against_per_match,goals_per_match,xg_diff_per_match,goals_minus_xg_per_match,Control_pctile,Access_pctile,Line-breaking_pctile,Defensive approach_pctile,Attacking approach_pctile,Chance threat_pctile,Control_pctile_low,Control_pctile_high,Control_pctile_width,Control_loo_sd,Control_max_abs_delta,Access_pctile_low,Access_pctile_high,Access_pctile_width,Access_loo_sd,Access_max_abs_delta,Line-breaking_pctile_low,Line-breaking_pctile_high,Line-breaking_pctile_width,Line-breaking_loo_sd,Line-breaking_max_abs_delta,Defensive approach_pctile_low,Defensive approach_pctile_high,Defensive approach_pctile_width,Defensive approach_loo_sd,Defensive approach_max_abs_delta,Attacking approach_pctile_low,Attacking approach_pctile_high,Attacking approach_pctile_width,Attacking approach_loo_sd,Attacking approach_max_abs_delta,Chance threat_pctile_low,Chance threat_pctile_high,Chance threat_pctile_width,Chance threat_loo_sd,Chance threat_max_abs_delta,mean_pctile_uncertainty_width,max_pctile_uncertainty_width,max_score_shift_leave_one_out,stability_flag
New Zealand,-0.32394763215396727,-0.3138271558583223,-1.193005084777063,-0.9548465477722105,-0.28296594937272895,-0.5217827724182627,3,0.8266666666666667,2.646666666666667,1.3333333333333333,-1.8200000000000003,0.5066666666666666,35.41666666666667,45.83333333333333,2.083333333333333,14.583333333333334,41.66666666666667,41.66666666666667,27.083333333333332,43.75,16.666666666666668,0.20967504330646322,0.28536689094425005,33.33333333333333,50.0,16.66666666666667,0.09702879437115369,0.12412588354396725,0.0,2.083333333333333,2.083333333333333,0.09338616813294026,0.1184323606333979,6.25,22.916666666666664,16.666666666666664,0.252849900396108,0.34943878704690334,37.5,47.91666666666667,10.416666666666671,0.26301586313026887,0.34929980385608717,4.166666666666666,45.83333333333333,41.666666666666664,0.28134246645523564,0.37340358699298937,17.361111111111114,41.666666666666664,0.37340358699298937,Sample-sensitive
Norway,0.3205210191992042,-0.05378762735210844,-0.7862457853832576,-0.5327740479735664,0.6495977431120058,0.4417145660403317,6,1.6566666666666665,1.6566666666666665,2.1666666666666665,0.0,0.51,68.75,52.083333333333336,8.333333333333332,27.083333333333332,75.0,79.16666666666666,52.083333333333336,83.33333333333334,31.250000000000007,0.1595972305860379,0.20725223641895357,50.0,54.166666666666664,4.166666666666664,0.07131830639830707,0.1004855076019984,2.083333333333333,16.666666666666664,14.583333333333332,0.1595205345880805,0.3366368827469881,16.666666666666664,33.33333333333333,16.666666666666664,0.11981966347223896,0.1885541535782187,56.25,89.58333333333334,33.33333333333334,0.28166274402510527,0.49763474094967053,70.83333333333334,85.41666666666666,14.583333333333314,0.12460645778406457,0.1826388529126331,19.097222222222218,33.33333333333334,0.49763474094967053,Sample-sensitive
Panama,-0.5312229045526304,-0.6231817294252083,-0.12893524773300108,-0.06698760317170087,-0.9478992961680147,-0.637866789100021,3,0.7266666666666666,1.1366666666666667,0.0,-0.41000000000000014,-0.7266666666666666,31.25,22.916666666666664,45.83333333333333,54.166666666666664,29.166666666666668,31.25,6.25,45.83333333333333,39.58333333333333,0.513901625118492,0.7129455355162826,8.333333333333332,41.66666666666667,33.33333333333334,0.2425194917997893,0.2987646276072006,20.833333333333336,66.66666666666666,45.83333333333332,0.32814088844632266,0.4556891473548245,41.66666666666667,72.91666666666666,31.249999999999986,0.2270159245202416,0.31842266415054205,4.166666666666666,43.75,39.583333333333336,0.8769281305880112,1.2154402612421746,29.166666666666668,31.25,2.083333333333332,0.019152885589376906,0.025151536947714437,31.944444444444446,45.83333333333332,1.2154402612421746,Sample-sensitive
Paraguay,-2.107071228637559,-1.4090879370687868,-0.6198226652011648,-1.193508309807561,-3.7473599038233276,-1.0193962572607336,5,0.39799999999999996,1.5779999999999998,0.6,-1.18,0.202,2.083333333333333,2.083333333333333,18.75,8.333333333333332,2.083333333333333,4.166666666666666,0.0,2.083333333333333,2.083333333333333,0.27547528991394177,0.4089221725472143,0.0,2.083333333333333,2.083333333333333,0.07632999953705241,0.11768023224137036,4.166666666666666,33.33333333333333,29.166666666666664,0.14491076718950935,0.21192847029362105,0.0,14.583333333333334,14.583333333333334,0.29310986152563867,0.465101360893853,0.0,2.083333333333333,2.083333333333333,0.4821948358338241,0.6804234581841966,0.0,4.166666666666666,4.166666666666666,0.05361900499352732,0.0777762911767782,9.027777777777777,29.166666666666664,0.6804234581841966,Moderate
Portugal,0.543113452399732,0.395070037301683,0.19671700447328946,0.799722678006206,1.0671066068578328,0.002143089538740028,5,1.278,1.144,1.6,0.13400000000000012,0.32200000000000006,85.41666666666666,79.16666666666666,68.75,87.5,87.5,62.5,68.75,93.75,25.0,0.15933045045526303,0.2783595181484462,60.416666666666664,91.66666666666666,31.249999999999993,0.1613117857799541,0.2115894476514314,56.25,87.5,31.25,0.15496242476408748,0.2719973369169214,81.25,89.58333333333334,8.333333333333343,0.1565352985753583,0.2491803235285791,72.91666666666666,95.83333333333334,22.916666666666686,0.3028841653017018,0.5023177418345002,45.83333333333333,66.66666666666666,20.83333333333333,0.16904479592337462,0.21823795136170565,23.263888888888896,31.25,0.5023177418345002,Sample-sensitive
Qatar,-1.3185601368011184,-1.097836686967543,-0.20486677816757104,-1.4294406169057268,-1.8728436694389536,-0.7500813385590542,3,0.63,2.6033333333333335,0.6666666666666666,-1.9733333333333336,0.036666666666666625,6.25,4.166666666666666,43.75,4.166666666666666,8.333333333333332,22.916666666666664,2.083333333333333,18.75,16.666666666666668,0.5077845270334539,0.7016642920696619,0.0,18.75,18.75,0.36280607977269264,0.454117774932836,4.166666666666666,81.25,77.08333333333333,0.5008682599102147,0.625228791825478,0.0,20.833333333333336,20.833333333333336,0.7340916762205163,0.9801339506498012,4.166666666666666,18.75,14.583333333333334,0.7231259786753009,1.0209409286851727,0.0,41.66666666666667,41.66666666666667,0.234238638584228,0.31342684504074747,31.59722222222223,77.08333333333333,1.0209409286851727,Sample-sensitive
Saudi Arabia,-1.0359323676642604,-0.7890483440800865,-0.35629972978517194,-0.17250614553206992,-1.6046452529060786,-0.8932516257998891,3,0.5066666666666667,2.0233333333333334,0.3333333333333333,-1.5166666666666666,-0.1733333333333334,8.333333333333332,16.666666666666664,37.5,50.0,10.416666666666668,6.25,2.083333333333333,29.166666666666668,27.083333333333336,0.35126307254701766,0.43579937715550054,8.333333333333332,18.75,10.416666666666668,0.0939537997605496,0.1174427281040521,12.5,58.333333333333336,45.833333333333336,0.320757800286852,0.4143976560878061,14.583333333333334,72.91666666666666,58.33333333333332,0.5026413425158718,0.6947430432206333,4.166666666666666,27.083333333333332,22.916666666666664,0.5474933968490834,0.6836252405779157,0.0,29.166666666666668,29.166666666666668,0.2341107616053598,0.3211657794861983,32.291666666666664,58.33333333333332,0.6947430432206333,Sample-sensitive
Scotland,-0.13218449038956867,-0.36314072349133775,-0.7626925627404398,-0.6865358965012818,0.85297204639288,-0.5759553135364165,3,0.7799999999999999,1.7599999999999998,0.3333333333333333,-0.9799999999999999,-0.4466666666666666,43.75,41.66666666666667,10.416666666666668,18.75,83.33333333333334,33.33333333333333,37.5,45.83333333333333,8.333333333333329,0.08334010735662042,0.1169871250297978,33.33333333333333,43.75,10.416666666666671,0.05525696295637103,0.07791176262657407,4.166666666666666,12.5,8.333333333333334,0.09031024217696429,0.11781510392630368,14.583333333333334,33.33333333333333,18.749999999999993,0.20716850842038784,0.2860129989610667,66.66666666666666,89.58333333333334,22.916666666666686,0.2663074610424819,0.3530308385301003,29.166666666666668,39.58333333333333,10.41666666666666,0.054654084287042874,0.07545461084314298,13.194444444444445,22.916666666666686,0.3530308385301003,Moderate
Senegal,0.48774782510646925,0.5203067435995125,0.43863903345270605,0.4475414811539675,0.778428277233332,0.6168079578686506,4,1.8075,1.2675,2.5,0.54,0.6924999999999999,79.16666666666666,87.5,85.41666666666666,81.25,81.25,85.41666666666666,75.0,87.5,12.5,0.08497391870805986,0.09342900549595806,75.0,93.75,18.75,0.15710678332009873,0.2485428489553997,75.0,89.58333333333334,14.583333333333343,0.09869572390431501,0.14803544904710403,77.08333333333334,81.25,4.166666666666657,0.14933950953049827,0.25297465304502154,68.75,85.41666666666666,16.666666666666657,0.1903513357047747,0.25345447218304373,70.83333333333334,100.0,29.166666666666657,0.3319900839754152,0.5484969788213082,15.97222222222222,29.166666666666657,0.5484969788213082,Moderate
South Africa,-0.04763472832525811,-0.5055995969097897,-0.8128769877001931,0.0658313041046999,0.32344560552447793,-0.7587876398101859,4,0.6225,1.3025,0.5,-0.6799999999999999,-0.12250000000000005,47.91666666666667,33.33333333333333,6.25,60.416666666666664,52.083333333333336,18.75,33.33333333333333,66.66666666666666,33.33333333333333,0.2808627763491854,0.38836343261270695,8.333333333333332,50.0,41.66666666666667,0.23973816747717686,0.3815088075720202,2.083333333333333,20.833333333333336,18.750000000000004,0.22076521493704024,0.34283535460261616,33.33333333333333,81.25,47.91666666666667,0.35609206833657053,0.5089705639300817,43.75,85.41666666666666,41.66666666666666,0.4687564214798624,0.6155547304445923,2.083333333333333,35.41666666666667,33.333333333333336,0.20043644124891755,0.2776342732305388,36.111111111111114,47.91666666666667,0.6155547304445923,Sample-sensitive
Spain,0.9075416093867321,1.4859754259018385,0.383536103354754,1.4939416737197442,1.6218654990339352,1.0550251208422883,8,2.185,0.31375000000000003,1.75,1.87125,-0.43500000000000005,97.91666666666666,100.0,81.25,97.91666666666666,97.91666666666666,100.0,95.83333333333334,100.0,4.166666666666657,0.048065889667235594,0.1055336093515038,95.83333333333334,100.0,4.166666666666657,0.18145533353060378,0.35844322145569385,75.0,87.5,12.5,0.08417835844644583,0.152056455697346,95.83333333333334,100.0,4.166666666666657,0.08781199666125132,0.19192253873734821,95.83333333333334,97.91666666666666,2.0833333333333144,0.08223511969894079,0.17566195428211007,91.66666666666666,100.0,8.333333333333343,0.09277092029670041,0.1766135396658184,5.9027777777777715,12.5,0.35844322145569385,Stable
Sweden,-0.19325984734527127,-0.3983150741891561,0.1441402403154437,-0.483788182426465,-0.6454994693542595,-0.12903184931164685,4,1.165,1.6775,1.75,-0.5125,0.585,39.58333333333333,37.5,66.66666666666666,31.25,35.41666666666667,54.166666666666664,35.41666666666667,43.75,8.333333333333329,0.08305888636885192,0.1256567921429428,27.083333333333332,43.75,16.666666666666668,0.09506451564071983,0.1600661021034041,35.41666666666667,89.58333333333334,54.16666666666667,0.38009685216604633,0.5032762486360838,16.666666666666664,50.0,33.333333333333336,0.2410595882705098,0.3748927184397195,27.083333333333332,43.75,16.666666666666668,0.34805211863938323,0.5445026682975653,41.66666666666667,64.58333333333334,22.91666666666667,0.23272360454414937,0.3579257181020883,25.347222222222218,54.16666666666667,0.5445026682975653,Sample-sensitive
Switzerland,0.21890274659309553,0.15807220539910033,0.1305229405309201,0.33621188066949453,0.3655356781541767,0.3739988896426394,6,1.5983333333333334,1.02,1.6666666666666667,0.5783333333333334,0.06833333333333336,60.416666666666664,60.416666666666664,64.58333333333334,79.16666666666666,56.25,75.0,47.91666666666667,72.91666666666666,24.999999999999986,0.13686641949617098,0.2567680023865326,52.083333333333336,75.0,22.916666666666664,0.13845129745048107,0.20019863565847748,50.0,75.0,25.0,0.12648708836909284,0.18710825538719136,56.25,81.25,25.0,0.19064024440501678,0.3633812007815833,45.83333333333333,75.0,29.16666666666667,0.22267531809461,0.3451040280415962,62.5,85.41666666666666,22.916666666666657,0.21016194690862552,0.3579257181020883,25.0,29.16666666666667,0.3633812007815833,Moderate
Tunisia,-0.8507723312098073,-0.4213872427716847,-0.5861757794742596,-0.7871784816076195,-1.0082123869015935,-1.0480303147089005,3,0.37333333333333335,1.7466666666666668,0.6666666666666666,-1.3733333333333335,0.2933333333333333,18.75,35.41666666666667,20.833333333333336,16.666666666666664,27.083333333333332,2.083333333333333,6.25,31.25,25.0,0.2738787523294079,0.3428665043991963,25.0,50.0,25.0,0.13803120839079988,0.1845494018381021,12.5,29.166666666666668,16.666666666666668,0.05232434228452163,0.06936720651652184,2.083333333333333,45.83333333333333,43.74999999999999,0.5087494870673142,0.6556062084603278,8.333333333333332,43.75,35.41666666666667,0.6500767535509612,0.8691314807726807,0.0,10.416666666666668,10.416666666666668,0.17587994891482586,0.22442909891806617,26.04166666666666,43.74999999999999,0.8691314807726807,Sample-sensitive
Türkiye,0.5935795685829174,1.4168813746658346,0.45636348558939194,0.22264217811003525,0.37377632192323623,0.6467963288447715,3,1.8333333333333333,1.0433333333333332,1.0,0.79,-0.8333333333333333,89.58333333333334,97.91666666666666,87.5,70.83333333333334,58.333333333333336,87.5,52.083333333333336,100.0,47.916666666666664,0.5431582274827464,0.7563270201359712,93.75,100.0,6.25,0.6351937140874532,0.8654543283536451,75.0,89.58333333333334,14.583333333333343,0.16464989524006754,0.21514686569698122,50.0,81.25,31.25,0.24704061248869405,0.3230887879978584,39.58333333333333,97.91666666666666,58.33333333333333,0.9947506740422158,1.4036435631863056,79.16666666666666,89.58333333333334,10.416666666666686,0.12233270290258202,0.17219129141127487,28.125,58.33333333333333,1.4036435631863056,Sample-sensitive
USA,0.2958253356787071,0.30350810687249236,1.1885230048396898,0.7120557040489769,0.4731752846685393,-0.002500271128530196,5,1.274,0.9640000000000001,2.2,0.30999999999999994,0.9260000000000002,64.58333333333334,70.83333333333334,95.83333333333334,83.33333333333334,66.66666666666666,60.416666666666664,60.416666666666664,75.0,14.583333333333336,0.07179621224959441,0.13348483328149213,56.25,83.33333333333334,27.083333333333343,0.11500520268759382,0.21699772498030254,89.58333333333334,95.83333333333334,6.25,0.14167603042379223,0.24589738923589766,79.16666666666666,89.58333333333334,10.416666666666686,0.1808244835450541,0.2850377838789333,54.166666666666664,72.91666666666666,18.749999999999993,0.08858761922238712,0.12196595174571045,47.91666666666667,70.83333333333334,22.91666666666667,0.17570150965879344,0.2739582793689497,16.66666666666667,27.083333333333343,0.2850377838789333,Moderate
Uruguay,0.2180048775337419,0.6808950023234939,1.524953459681844,1.1102076189213792,0.33423051036953627,0.04702890932235326,3,1.3166666666666667,0.9066666666666667,1.0,0.4099999999999999,-0.31666666666666665,58.333333333333336,93.75,100.0,91.66666666666666,54.166666666666664,64.58333333333334,33.33333333333333,97.91666666666666,64.58333333333333,0.5460240604904083,0.6929614759025534,70.83333333333334,95.83333333333334,25.0,0.3889052681294626,0.5354170820183572,89.58333333333334,100.0,10.416666666666657,0.5205791218196218,0.7192335229974288,81.25,95.83333333333334,14.583333333333343,0.28767383784621486,0.4003510481457193,31.25,93.75,62.5,0.9376236052661463,1.175227739910434,41.66666666666667,87.5,45.83333333333333,0.48218747520316474,0.6365273581383083,37.15277777777777,64.58333333333333,1.175227739910434,Sample-sensitive
Uzbekistan,-0.8579204510500285,-0.6482311863232763,-0.7491573268724802,-0.03169287387052901,-1.1369897016429615,-0.8197317485681092,3,0.5700000000000001,1.7666666666666666,0.6666666666666666,-1.1966666666666665,0.09666666666666657,16.666666666666664,20.833333333333336,12.5,56.25,22.916666666666664,14.583333333333334,10.416666666666668,20.833333333333336,10.416666666666668,0.08955596314006255,0.11341306510968718,18.75,25.0,6.25,0.0482393239271106,0.0656120030964179,2.083333333333333,29.166666666666668,27.083333333333336,0.19671054500057525,0.2422412726240163,54.166666666666664,56.25,2.0833333333333357,0.013295069908012599,0.018471576627874305,18.75,27.083333333333332,8.333333333333332,0.12569564145544648,0.16102692017655418,0.0,31.25,31.25,0.2313443103101857,0.31342684504074747,14.236111111111112,31.25,0.31342684504074747,Sample-sensitive
